contador,fecha,hora,humedad,temperatura,acelX,acelY,acelZ,gyroX,gyroY,gyroZ,pitch,roll,maltrato
289,1/1/2000,0:0:0,53.00,29.70,635,135,3782,-4,14,4,2.46,-9.82,0
290,1/1/2000,0:0:0,53.00,29.70,611,131,3786,13,-20,-6,2.46,-9.82,0
291,1/1/2000,0:0:0,53.00,29.70,626,144,3755,19,3,4,2.46,-9.82,0
292,1/1/2000,0:0:0,53.00,29.70,631,133,3759,16,-1,3,2.46,-9.82,0
293,1/1/2000,0:0:0,53.00,29.70,614,141,3756,6,-3,10,2.46,-9.82,0
294,1/1/2000,0:0:0,53.00,29.80,620,128,3764,1,15,3,2.46,-9.82,0
295,1/1/2000,0:0:0,53.00,29.80,631,137,3772,-11,-22,-3,2.46,-9.82,0
296,1/1/2000,0:0:0,53.00,29.80,642,152,3775,-15,29,5,2.46,-9.82,0
297,1/1/2000,0:0:0,53.00,29.80,656,147,3765,-33,-5,10,2.46,-9.82,0
298,1/1/2000,0:0:0,53.00,29.80,637,129,3766,38,-6,2,2.46,-9.82,0
299,1/1/2000,0:0:0,53.00,29.80,635,147,3781,78,-23,-23,2.46,-9.82,0
300,1/1/2000,0:0:0,53.00,29.80,632,149,3770,-82,22,14,2.46,-9.82,0
301,1/1/2000,0:0:0,53.00,29.80,634,137,3760,22,-10,4,2.46,-9.82,0
302,1/1/2000,0:0:0,53.00,29.80,635,145,3779,35,-26,-7,2.46,-9.82,0
303,1/1/2000,0:0:0,53.00,29.80,651,172,3765,-43,16,6,2.46,-9.82,0
304,1/1/2000,0:0:0,53.00,29.80,639,142,3757,69,-19,-27,2.46,-9.82,0
305,1/1/2000,0:0:0,53.00,29.80,642,165,3765,-32,10,-1,2.46,-9.82,0
306,1/1/2000,0:0:0,53.00,29.80,630,134,3787,-15,13,7,2.46,-9.82,0
307,1/1/2000,0:0:0,53.00,29.80,614,131,3778,-27,-3,9,2.46,-9.82,0
308,1/1/2000,0:0:0,53.00,29.80,643,141,3788,72,-23,-20,2.46,-9.82,0
309,1/1/2000,0:0:0,53.00,29.80,652,126,3771,47,-15,-3,2.47,-9.82,0
310,1/1/2000,0:0:0,53.00,29.80,633,138,3785,-143,65,27,2.46,-9.82,0
311,1/1/2000,0:0:0,53.00,29.80,621,122,3774,-33,27,81,2.46,-9.81,0
312,1/1/2000,0:0:0,53.00,29.80,604,148,3777,246,-62,-23,2.47,-9.81,0
313,1/1/2000,0:0:0,53.00,29.80,628,159,3689,-136,48,22,2.47,-9.81,0
314,1/1/2000,0:0:0,53.00,29.80,634,112,3791,-95,20,22,2.46,-9.81,0
315,1/1/2000,0:0:0,53.00,29.80,649,147,3773,228,-71,12,2.47,-9.81,0
316,1/1/2000,0:0:0,53.00,29.80,675,150,3738,53,-6,10,2.47,-9.81,0
317,1/1/2000,0:0:0,53.00,29.80,626,177,3765,-333,115,51,2.46,-9.81,0
318,1/1/2000,0:0:0,53.00,29.80,615,93,3844,-489,150,90,2.46,-9.81,0
319,1/1/2000,0:0:0,53.00,29.80,584,105,3814,300,-86,-5,2.46,-9.81,0
320,1/1/2000,0:0:0,53.00,29.80,644,147,3772,514,-149,125,2.46,-9.81,0
321,1/1/2000,0:0:0,53.00,29.80,640,167,3755,-71,33,25,2.46,-9.81,0
322,1/1/2000,0:0:0,53.00,29.80,648,116,3768,-324,96,66,2.46,-9.81,0
323,1/1/2000,0:0:0,53.00,29.80,620,96,3778,36,-5,-19,2.46,-9.81,0
324,1/1/2000,0:0:0,53.00,29.80,622,119,3760,24,-4,-3,2.46,-9.81,0
325,1/1/2000,0:0:0,53.00,29.80,588,95,3810,266,-58,-54,2.46,-9.81,0
326,1/1/2000,0:0:0,53.00,29.80,615,180,3792,778,-225,-131,2.46,-9.81,0
327,1/1/2000,0:0:0,53.00,29.80,680,164,3814,-117,71,27,2.47,-9.81,0
328,1/1/2000,0:0:0,53.00,29.80,695,177,3780,15,5,4,2.47,-9.81,0
329,1/1/2000,0:0:0,53.00,29.80,639,180,3790,33,-1,-24,2.48,-9.81,0
330,1/1/2000,0:0:0,53.00,29.80,633,194,3806,154,-44,-35,2.48,-9.81,0
331,1/1/2000,0:0:0,53.00,29.80,599,186,3766,-12,6,3,2.48,-9.81,0
332,1/1/2000,0:0:0,53.00,29.80,652,182,3763,4,-12,10,2.49,-9.81,0
333,1/1/2000,0:0:0,53.00,29.80,655,187,3787,34,-15,-6,2.49,-9.81,0
334,1/1/2000,0:0:0,53.00,29.80,677,198,3728,11,-22,154,2.49,-9.82,0
335,1/1/2000,0:0:0,53.00,29.80,710,198,3733,-4,23,20,2.50,-9.82,0
336,1/1/2000,0:0:0,53.00,29.80,628,200,3778,-11,-1,19,2.50,-9.82,0
337,1/1/2000,0:0:0,53.00,29.80,593,203,3787,-8,-7,25,2.50,-9.82,0
338,1/1/2000,0:0:0,53.00,29.80,660,191,3776,-4,0,0,2.50,-9.82,0
339,1/1/2000,0:0:0,53.00,29.80,702,168,3797,-21,17,5,2.50,-9.82,0
340,1/1/2000,0:0:0,53.00,29.80,681,189,3795,-11,-3,2,2.51,-9.82,0
341,1/1/2000,0:0:0,53.00,29.80,635,206,3785,3,11,6,2.51,-9.82,0
342,1/1/2000,0:0:0,53.00,29.80,611,195,3765,26,9,7,2.51,-9.82,0
343,1/1/2000,0:0:0,53.00,29.80,736,188,3745,-18,-7,-14,2.51,-9.82,0
344,1/1/2000,0:0:0,53.00,29.80,695,185,3788,18,-9,16,2.51,-9.82,0
345,1/1/2000,0:0:0,53.00,29.80,601,213,3776,-1,-12,8,2.51,-9.82,0
346,1/1/2000,0:0:0,53.00,29.80,574,190,3793,-3,-26,1,2.51,-9.82,0
347,1/1/2000,0:0:0,53.00,29.80,635,201,3775,7,3,15,2.51,-9.82,0
348,1/1/2000,0:0:0,53.00,29.80,690,167,3770,12,11,53,2.51,-9.82,0
349,1/1/2000,0:0:0,53.00,29.80,680,193,3764,-24,-24,6,2.51,-9.82,0
350,1/1/2000,0:0:0,53.00,29.80,617,187,3773,9,5,5,2.51,-9.82,0
351,1/1/2000,0:0:0,52.00,29.80,616,205,3771,6,13,-10,2.51,-9.82,0
352,1/1/2000,0:0:0,52.00,29.80,660,187,3764,9,-13,7,2.52,-9.82,0
353,1/1/2000,0:0:0,52.00,29.80,703,178,3752,8,-8,12,2.52,-9.82,0
354,1/1/2000,0:0:0,52.00,29.80,682,189,3762,2,-1,4,2.52,-9.82,0
355,1/1/2000,0:0:0,52.00,29.80,618,213,3762,-14,15,10,2.52,-9.82,0
356,1/1/2000,0:0:0,52.00,29.80,611,220,3765,-6,-3,3,2.52,-9.82,0
357,1/1/2000,0:0:0,52.00,29.80,658,195,3760,21,38,14,2.52,-9.82,0
358,1/1/2000,0:0:0,52.00,29.80,692,174,3751,-11,-3,11,2.52,-9.82,0
359,1/1/2000,0:0:0,52.00,29.80,686,167,3792,20,-5,1,2.52,-9.82,0
360,1/1/2000,0:0:0,52.00,29.80,622,226,3751,-7,-14,4,2.52,-9.82,0
361,1/1/2000,0:0:0,52.00,29.80,617,206,3758,13,2,4,2.52,-9.82,0
362,1/1/2000,0:0:0,52.00,29.80,444,265,3657,5,1,156,2.52,-9.82,0
363,1/1/2000,0:0:0,52.00,29.80,808,163,3766,361,-4,3058,2.52,-9.82,0
364,1/1/2000,0:0:0,52.00,29.80,870,-107,3655,-1069,453,300,2.51,-9.82,0
365,1/1/2000,0:0:0,52.00,29.80,643,176,3923,838,-327,530,2.51,-9.82,0
366,1/1/2000,0:0:0,52.00,29.80,598,228,3521,-986,432,478,2.50,-9.82,0
367,1/1/2000,0:0:0,52.00,29.80,564,2,3663,-1831,792,479,2.48,-9.81,0
368,1/1/2000,0:0:0,52.00,29.80,515,-222,3589,194,-11,-231,2.46,-9.81,0
369,1/1/2000,0:0:0,52.00,29.80,551,-14,3818,11,22,19,2.45,-9.80,0
370,1/1/2000,0:0:0,52.00,29.80,541,41,3758,19,-21,143,2.44,-9.80,0
371,1/1/2000,0:0:0,52.00,29.80,635,-28,3854,12,-6,40,2.42,-9.79,0
372,1/1/2000,0:0:0,52.00,29.80,558,62,3788,54,2,207,2.41,-9.79,0
373,1/1/2000,0:0:0,52.00,29.80,549,-24,3782,47,-10,-2,2.40,-9.78,0
374,1/1/2000,0:0:0,52.00,29.80,587,7,3753,14,-3,30,2.40,-9.78,0
375,1/1/2000,0:0:0,52.00,29.80,601,77,3791,3,9,-78,2.39,-9.78,0
376,1/1/2000,0:0:0,52.00,29.80,616,-18,3775,-5,13,-5,2.38,-9.78,0
377,1/1/2000,0:0:0,52.00,29.80,580,-7,3778,2,-14,13,2.37,-9.77,0
378,1/1/2000,0:0:0,52.00,29.80,566,-18,3794,4,-17,-5,2.37,-9.77,0
379,1/1/2000,0:0:0,52.00,29.80,607,-13,3812,1,-11,13,2.36,-9.77,0
380,1/1/2000,0:0:0,53.00,29.80,594,-18,3782,-3,9,-15,2.36,-9.77,0
381,1/1/2000,0:0:0,53.00,29.80,603,-3,3781,-4,6,2,2.35,-9.77,0
382,1/1/2000,0:0:0,53.00,29.80,603,-5,3775,-4,15,-3,2.35,-9.76,0
383,1/1/2000,0:0:0,53.00,29.80,575,-10,3774,18,-11,-2,2.34,-9.76,0
384,1/1/2000,0:0:0,53.00,29.80,587,-15,3779,12,8,-19,2.34,-9.76,0
385,1/1/2000,0:0:0,53.00,29.80,581,-7,3774,7,3,-7,2.34,-9.76,0
386,1/1/2000,0:0:0,53.00,29.80,587,-34,3724,62,48,-5,2.34,-9.76,0
387,1/1/2000,0:0:0,53.00,29.80,515,3,3307,49,-57,-2,2.33,-9.76,0
388,1/1/2000,0:0:0,53.00,29.80,638,-80,3774,40,57,-3,2.33,-9.76,0
389,1/1/2000,0:0:0,53.00,29.80,411,-765,3774,-317,77,-2103,2.33,-9.75,0
390,1/1/2000,0:0:0,53.00,29.80,1000,519,3797,-76,108,-1881,2.33,-9.75,0
391,1/1/2000,0:0:0,53.00,29.80,1785,1002,6901,-1762,-200,-644,2.32,-9.75,0
392,1/1/2000,0:0:0,53.00,29.80,396,203,3843,-130,-63,-1335,2.31,-9.75,0
393,1/1/2000,0:0:0,53.00,29.80,1009,487,5712,1831,537,-1199,2.32,-9.74,0
394,1/1/2000,0:0:0,53.00,29.80,268,-474,1730,468,2009,-2348,2.33,-9.73,0
395,1/1/2000,0:0:0,53.00,29.80,985,2119,8998,-1682,-2418,4450,2.32,-9.73,0
396,1/1/2000,0:0:0,53.00,29.80,-834,-825,-1186,5081,2790,-3365,2.35,-9.71,0
397,1/1/2000,0:0:0,53.00,29.80,1194,-51,4627,-3230,1814,-2053,2.35,-9.68,0
398,1/1/2000,0:0:0,53.00,29.80,2885,1546,8089,-3786,-4761,3699,2.33,-9.68,0
399,1/1/2000,0:0:0,53.00,29.80,200,-296,2586,179,-2428,3245,2.31,-9.70,0
400,1/1/2000,0:0:0,53.00,29.80,-1320,-39,2208,3213,2790,-3313,2.32,-9.70,0
401,1/1/2000,0:0:0,53.00,29.80,872,-490,2572,748,3060,-2679,2.33,-9.68,0
402,1/1/2000,0:0:0,53.00,29.80,4689,779,13405,-1750,-6268,4894,2.32,-9.70,0
403,1/1/2000,0:0:0,53.00,29.80,-1269,-549,-538,7429,-1798,1122,2.36,-9.73,0
404,1/1/2000,0:0:0,53.00,29.80,469,117,4405,514,3735,-4195,2.40,-9.73,0
405,1/1/2000,0:0:0,53.00,29.80,622,-76,3584,-2983,-3406,2770,2.42,-9.75,0
406,1/1/2000,0:0:0,53.00,29.80,742,176,3484,-568,-124,553,2.43,-9.77,0
407,1/1/2000,0:0:0,54.00,29.80,-172,896,4597,-221,-270,294,2.43,-9.79,0
408,1/1/2000,0:0:0,54.00,29.80,199,-838,4085,1569,-1494,6533,2.44,-9.82,0
409,1/1/2000,0:0:0,54.00,29.80,4396,-1651,581,-1755,814,810,2.44,-9.84,0
410,1/1/2000,0:0:0,54.00,29.80,-2090,816,5919,-948,728,-3317,2.43,-9.86,0
411,1/1/2000,0:0:0,54.00,29.80,4175,-1059,1659,-6,3892,-3592,2.43,-9.85,0
412,1/1/2000,0:0:0,54.00,29.80,-4444,1952,7854,637,-5457,-833,2.43,-9.87,0
413,1/1/2000,0:0:0,54.00,29.80,2881,-797,2778,-467,3066,1848,2.43,-9.87,0
414,1/1/2000,0:0:0,54.00,29.80,1161,-669,2161,-393,-2317,-4615,2.43,-9.89,0
415,1/1/2000,0:0:0,54.00,29.80,-260,-153,5672,-238,3911,6973,2.42,-9.88,1
416,1/1/2000,0:0:0,53.00,29.80,597,-9,3811,9,12,9,2.41,-9.88,1
417,1/1/2000,0:0:0,53.00,29.80,583,-7,3801,4,-11,5,2.40,-9.87,1
418,1/1/2000,0:0:0,54.00,29.70,575,-8,3774,20,-13,0,2.40,-9.86,1
419,1/1/2000,0:0:0,54.00,29.70,595,-35,3783,-10,8,-9,2.39,-9.86,1
420,1/1/2000,0:0:0,54.00,29.70,590,-13,3754,1,10,-8,2.38,-9.86,0
421,1/1/2000,0:0:0,54.00,29.70,599,-12,3787,-20,-1,-6,2.38,-9.85,0
422,1/1/2000,0:0:0,54.00,29.70,578,-32,3780,10,-8,20,2.37,-9.85,0
423,1/1/2000,0:0:0,54.00,29.70,591,-28,3781,9,6,2,2.37,-9.84,0
424,1/1/2000,0:0:0,54.00,29.70,600,-20,3771,-22,-11,-2,2.37,-9.84,0
425,1/1/2000,0:0:0,54.00,29.70,562,-19,3773,-8,-10,12,2.36,-9.84,0
426,1/1/2000,0:0:0,54.00,29.70,588,-15,3798,3,-12,-8,2.36,-9.84,0
427,1/1/2000,0:0:0,54.00,29.70,579,-21,3798,25,1,-1,2.35,-9.83,0
428,1/1/2000,0:0:0,54.00,29.70,596,-23,3811,0,-13,-1,2.35,-9.83,0
429,1/1/2000,0:0:0,54.00,29.70,598,-32,3809,8,21,5,2.35,-9.83,0
430,1/1/2000,0:0:0,54.00,29.70,583,-20,3784,3,14,7,2.35,-9.83,0
431,1/1/2000,0:0:0,54.00,29.70,528,-26,3815,-71,-22,9,2.34,-9.83,0
432,1/1/2000,0:0:0,54.00,29.70,593,-17,3812,-14,6,3,2.34,-9.83,0
433,1/1/2000,0:0:0,54.00,29.90,606,-22,3772,-5,9,6,2.34,-9.82,0
434,1/1/2000,0:0:0,54.00,29.90,376,22,3807,44,-9,181,2.33,-9.82,0
435,1/1/2000,0:0:0,54.00,29.90,931,-48,3707,201,-49,1417,2.33,-9.82,0
436,1/1/2000,0:0:0,54.00,29.90,462,36,3602,-70,-35,-116,2.33,-9.82,0
437,1/1/2000,0:0:0,54.00,29.90,190,-60,4285,110,-99,483,2.33,-9.82,0
438,1/1/2000,0:0:0,54.00,29.90,416,55,3897,-160,4474,-1121,2.33,-9.79,0
439,1/1/2000,0:0:0,54.00,29.90,-152,-15,3779,812,6354,-2325,2.33,-9.73,0
440,1/1/2000,0:0:0,54.00,29.90,8,215,3961,1261,-1650,379,2.34,-9.68,0
441,1/1/2000,0:0:0,54.00,29.90,-463,262,4155,2437,295,-1823,2.37,-9.64,0
442,1/1/2000,0:0:0,54.00,29.90,407,32,3423,1598,-443,-372,2.41,-9.60,0
443,1/1/2000,0:0:0,54.00,29.90,141,-18,2767,411,1892,-1678,2.44,-9.55,0
444,1/1/2000,0:0:0,54.00,29.90,37,209,3973,-3136,-2773,1936,2.45,-9.52,0
445,1/1/2000,0:0:0,54.00,29.90,-507,353,4018,2787,4665,-1585,2.48,-9.47,0
446,1/1/2000,0:0:0,54.00,29.90,-612,1285,4960,-1118,2811,-784,2.50,-9.40,0
447,1/1/2000,0:0:0,54.00,29.90,-1124,396,3710,1053,509,260,2.52,-9.34,0
448,1/1/2000,0:0:0,54.00,29.90,-1233,238,3955,1060,-4077,379,2.55,-9.31,0
449,1/1/2000,0:0:0,54.00,29.90,-849,508,4570,163,-1544,221,2.58,-9.29,0
450,1/1/2000,0:0:0,54.00,29.90,-181,390,4046,-206,1456,-214,2.60,-9.26,0
451,1/1/2000,0:0:0,54.00,29.90,145,226,3547,13,-1813,927,2.62,-9.24,0
452,1/1/2000,0:0:0,54.00,29.90,-345,460,3199,1727,-705,-1521,2.65,-9.23,0
453,1/1/2000,0:0:0,54.00,29.90,-287,420,3427,291,-867,-1351,2.68,-9.23,0
454,1/1/2000,0:0:0,54.00,29.90,-533,517,3546,341,-91,-554,2.71,-9.23,0
455,1/1/2000,0:0:0,54.00,29.90,-82,471,3124,80,2658,-1731,2.74,-9.21,0
456,1/1/2000,0:0:0,54.00,29.90,-554,581,3986,-732,1978,-1736,2.76,-9.17,0
457,1/1/2000,0:0:0,54.00,29.90,-1148,963,4660,848,-399,-967,2.79,-9.15,0
458,1/1/2000,0:0:0,54.00,29.90,-32,927,3430,-5377,-6657,1524,2.78,-9.16,0
459,1/1/2000,0:0:0,54.00,29.90,176,-182,4114,-247,-790,-280,2.77,-9.18,0
460,1/1/2000,0:0:0,54.00,29.80,743,383,3354,5771,322,-1302,2.80,-9.19,0
461,1/1/2000,0:0:0,54.00,29.80,300,689,4521,347,-3327,-2758,2.83,-9.23,0
462,1/1/2000,0:0:0,54.00,29.80,342,-651,3088,-3138,-7547,-3572,2.84,-9.30,0
463,1/1/2000,0:0:0,54.00,29.80,1144,764,3142,1242,3730,-2114,2.86,-9.34,1
464,1/1/2000,0:0:0,53.00,29.80,558,592,4245,96,3728,7493,2.88,-9.36,1
465,1/1/2000,0:0:0,53.00,29.80,144,585,3746,-34,-432,-205,2.89,-9.38,1
466,1/1/2000,0:0:0,53.00,29.80,456,654,3700,16,-25,-30,2.90,-9.40,0
467,1/1/2000,0:0:0,53.00,29.80,384,573,3799,101,42,28,2.91,-9.41,0
468,1/1/2000,0:0:0,53.00,29.80,307,590,3808,12,-64,-57,2.92,-9.43,0
469,1/1/2000,0:0:0,53.00,29.80,389,628,3770,14,18,-48,2.92,-9.44,0
470,1/1/2000,0:0:0,53.00,29.80,372,641,3694,39,108,-21,2.93,-9.45,0
471,1/1/2000,0:0:0,53.00,29.80,374,539,3800,-167,-36,-44,2.94,-9.46,0
472,1/1/2000,0:0:0,53.00,29.80,508,614,3627,-139,-131,-123,2.94,-9.47,0
473,1/1/2000,0:0:0,53.00,29.80,317,614,3828,89,132,89,2.95,-9.47,0
474,1/1/2000,0:0:0,53.00,29.80,400,563,3674,-151,159,-58,2.95,-9.48,0
475,1/1/2000,0:0:0,53.00,29.80,420,536,3771,-30,-14,-27,2.96,-9.48,0
476,1/1/2000,0:0:0,53.00,29.80,392,571,3815,-82,-28,-51,2.96,-9.49,0
477,1/1/2000,0:0:0,53.00,29.80,421,483,3807,200,182,31,2.97,-9.49,0
478,1/1/2000,0:0:0,53.00,29.80,442,443,3761,9,329,-102,2.97,-9.49,0
479,1/1/2000,0:0:0,53.00,29.80,546,366,3812,217,259,-219,2.98,-9.49,0
480,1/1/2000,0:0:0,53.00,29.80,676,257,3595,195,390,-991,2.98,-9.48,0
481,1/1/2000,0:0:0,53.00,29.80,302,729,3484,-253,1069,-1343,2.99,-9.47,0
482,1/1/2000,0:0:0,53.00,29.80,154,864,3953,-648,63,-663,2.99,-9.46,0
483,1/1/2000,0:0:0,53.00,29.80,336,140,4008,-277,-687,-566,3.00,-9.46,0
484,1/1/2000,0:0:0,53.00,29.80,635,-39,3408,97,-6,-1632,3.00,-9.45,0
485,1/1/2000,0:0:0,53.00,29.80,341,526,3817,-1121,-266,-2947,3.00,-9.45,0
486,1/1/2000,0:0:0,53.00,29.80,254,461,4104,-585,-1566,-2932,3.00,-9.45,0
487,1/1/2000,0:0:0,53.00,29.80,337,422,3515,23,-355,-3122,3.00,-9.46,0
488,1/1/2000,0:0:0,53.00,29.80,269,216,3608,-804,-522,-3523,3.00,-9.46,0
489,1/1/2000,0:0:0,53.00,29.80,471,560,3706,-1078,-320,-4078,3.00,-9.47,0
490,1/1/2000,0:0:0,53.00,29.80,316,806,3841,-772,-183,-3930,3.00,-9.47,0
491,1/1/2000,0:0:0,53.00,29.80,189,1187,3540,-648,846,-2538,3.00,-9.47,0
492,1/1/2000,0:0:0,53.00,29.80,578,1046,3786,-658,121,-1131,2.99,-9.47,0
493,1/1/2000,0:0:0,53.00,29.80,641,808,4040,-284,-649,-216,2.99,-9.47,0
494,1/1/2000,0:0:0,53.00,29.80,797,607,3862,7,-1403,215,2.98,-9.48,0
495,1/1/2000,0:0:0,53.00,29.80,1029,138,4054,-584,407,-1266,2.98,-9.49,0
496,1/1/2000,0:0:0,53.00,29.80,316,-165,4581,-143,-746,-975,2.97,-9.50,0
497,1/1/2000,0:0:0,53.00,29.80,213,-398,3607,224,-1431,-388,2.97,-9.52,0
498,1/1/2000,0:0:0,53.00,29.80,788,-215,3230,-717,-309,-1255,2.96,-9.53,0
499,1/1/2000,0:0:0,53.00,29.80,611,-4,3611,-285,476,-2035,2.95,-9.54,0
500,1/1/2000,0:0:0,53.00,29.80,902,314,3273,99,-137,-2275,2.95,-9.56,0
